id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
105625,105966,204414,8217,,35    Vul,,21.461126,27.608593,58.3431,41.75,20.44,-8.0,5.39,1.56,A1V,0.049,40.693751,-31.888592,27.037848,-0.00000053,0.00001542,0.00000133,5.618509695084977,0.481860853089265,0.0000002024097116,0.000000099095916,,35,Vul,1,105625,,20.701413487910415,,,
105631,105972,204770,8227,,7    Cep,,21.46282,66.809096,246.9136,-10.22,-20.72,3.0,5.42,-1.543,B7V,-0.099,76.560752,-59.940166,226.962479,0.00001136,-0.00002443,-0.00000695,5.618953083455366,1.1660386900328026,-0.0000000495479582,-0.000000100453394,,7,Cep,1,105631,,360.7447338641916,,,
105645,105986,204536,,,,,21.46509,46.561512,512.8205,-0.35,-1.53,-15.0,6.86,-1.69,B3III,-0.079,277.765058,-217.198577,372.365518,-0.00000667,0.00000411,-0.00001375,5.619547357152581,0.8126516970955713,-0.0000000016968479,-0.000000007417649,,,Cyg,1,105645,,413.04750199016104,,,
105657,105998,204721,,,,,21.468049,62.096481,181.8182,-10.67,-8.28,0.0,6.7,0.402,K0III,0.997,67.069199,-52.361194,160.67945,-0.0000007,-0.00001138,-0.00000342,5.6203219613658275,1.0837880457524949,-0.0000000517296197,-0.000000040142572,,,Cep,1,105657,,60.14506519775483,,,
105662,106003,204485,8220,,,,21.468955,32.22533,44.7227,134.05,79.39,-24.0,5.75,2.497,F0V,0.333,29.827036,-23.274625,23.848279,-0.00000573,0.00004133,0.00000147,5.620559195561464,0.5624381048188251,0.0000006498927388,0.00000038489358,,,Cyg,1,105662,,8.733734791423199,,,
105663,106004,204110,,,,,21.46959,-52.302397,507.6142,40.99,-4.07,0.0,6.79,-1.738,K0III,1.233,244.747293,-190.915664,-401.649285,0.00005579,0.00008441,-0.00000612,5.620725453844867,-0.912849026654265,0.0000001987251277,-0.000000019731916,,,Ind,1,105663,,431.7178444709226,,,
105666,106007,204363,8212,,,,21.470541,-11.56828,35.868,16.21,-43.84,23.0,6.61,3.836,F7V,0.49,27.712308,-21.605996,-7.192852,0.0000187,-0.00001101,-0.00001219,5.6209744866476035,-0.20190457474527376,0.0000000785882976,-0.000000212542317,,,Cap,1,105666,,2.5444856151466353,,,
105675,106015,204404,,,,,21.472682,-2.885361,303.0303,10.28,-19.13,0.0,6.88,-0.527,K0,1.142,238.781566,-185.951729,-15.253868,0.00000816,0.00001278,-0.00002807,5.621535130089906,-0.05035904551749875,0.0000000498388464,-0.000000092744857,,,Aqr,1,105675,,141.51419329314288,,,
105680,106021,204445,8219,,,,21.473566,8.195645,235.2941,6.89,-27.25,-6.0,6.39,-0.468,M1,1.64,183.7793,-143.050302,33.542037,0.00000353,0.00000721,-0.00003164,5.621766438282047,0.14304099002238876,0.0000000334036626,-0.000000132111727,,,Peg,1,105680,,134.0293773418309,,,
105691,106032,205021,8238,,8Bet Cep,Alfirk,21.477662,70.560716,210.084,12.6,8.73,-8.0,3.23,-3.382,B2IIIv SB,-0.201,55.219515,-42.886719,198.108029,-0.0000009,0.00001695,-0.00000476,5.622838696507083,1.2315168153370475,0.0000000610865238,0.000000042324234,Bet,8,Cep,1,105691,,1962.4563241736896,Bet,3.257,3.207
105695,106036,204540,,,,,21.478409,25.921345,240.9639,19.29,-14.38,-26.7,6.56,-0.35,K2III,1.293,171.18826,-132.901438,105.334103,0.00000022,0.00002836,-0.00002704,5.623034348304891,0.4524128179831888,0.000000093520559,-0.000000069716207,,,Vul,1,105695,,120.22644346174118,,,
105698,106039,204381,8213,,36    Cap,,21.478721,-21.80718,52.4659,133.97,-5.47,-22.0,4.5,0.901,K0III,0.889,38.479425,-29.868324,-19.490179,0.00000398,0.00004004,0.00000707,5.623115896167769,-0.380607089043945,0.0000006495048878,-0.000000026519308,,36,Cap,1,105698,,37.983939015450716,,,
105703,106044,203881,8196,,,,21.479121,-69.505386,126.2626,82.31,-46.41,43.0,5.47,-0.036,M5III,1.553,34.92441,-27.102663,-118.271182,0.00002203,0.00004668,-0.00005114,5.623220699688729,-1.2130978317677537,0.0000003990501405,-0.000000225002029,,,Pav,1,105703,,90.0326431059722,SX,5.704,5.344
105708,106049,204699,,,,,21.480142,49.795095,134.7709,-11.59,-4.03,0.0,6.79,1.142,A3,0.287,68.743655,-53.318984,102.930031,-0.00000305,-0.00000722,-0.0000017,5.623488003338326,0.8690883640425788,-0.0000000561899056,-0.000000019537991,,,Cyg,1,105708,,30.42285727480961,,,
105711,106052,204754,8226,,,,21.481314,55.418702,390.625,15.68,14.14,-7.0,6.14,-1.819,B8III,0.1,175.231258,-135.826618,321.609978,-0.00000244,0.00003946,0.0000093,5.62379489716437,0.9672388188357225,0.0000000760187851,0.000000068552654,,,Cep,1,105711,,465.1574703021666,,,
105713,106053,204509,,,,,21.481343,11.084829,105.042,74.24,17.1,0.0,6.65,1.543,F4II,0.38,81.4732,-63.151225,20.195599,0.00002184,0.0000309,0.00000855,5.623802374349669,0.19346676640246627,0.0000003599256764,0.000000082903139,,,Peg,1,105713,,21.0280983703774,,,
105721,106062,204585,8223,,,,21.483271,22.179436,204.0816,33.24,13.06,-22.0,5.84,-0.709,M4III,1.37,149.423147,-115.699622,77.042455,-0.0000002,0.00004174,0.00000347,5.62430725308059,0.3871041790208275,0.0000001611520674,0.000000063316666,,,Peg,1,105721,,167.34009068393124,NV,5.914,5.724
105723,106064,204560,8221,,,,21.48331,17.905909,145.1379,-9.12,0.61,-12.0,6.42,0.611,K5,1.393,109.199816,-84.552585,44.623306,-0.00001327,0.00000216,-0.00000336,5.624317502118683,0.3125170758769263,-0.0000000442150077,0.000000002957363,,,Peg,1,105723,,49.61351535855695,,,
105724,106065,204228,8211,,,,21.483366,-53.705912,117.9245,70.11,-25.53,10.0,6.39,1.032,K2IIICN...,1.14,55.193039,-42.734082,-95.045965,0.00002002,0.00003519,-0.00001688,5.624332049150126,-0.937344995013155,0.0000003399028714,-0.000000123772932,,,Ind,1,105724,,33.666657436862266,,,
105726,106067,204394,8214,,5    PsA,,21.484372,-31.238559,94.6074,16.4,-11.5,-0.4,6.52,1.64,A1V,0.036,63.972971,-49.505334,-49.063636,0.00000216,0.00000784,-0.0000043,5.624595442707632,-0.5452157058437637,0.0000000795094436,-0.000000055753573,,5,PsA,1,105726,,19.230917289101576,,,
105730,106071,204710,,,,,21.485093,44.923078,478.4689,-2.82,-3.28,-24.0,6.94,-1.459,B8Ib,0.25,267.967205,-207.285,337.873924,-0.0000135,0.00000217,-0.00002272,5.624784227372225,0.78405561285848,-0.0000000136717458,-0.000000015901888,,,Cyg,1,105730,,333.8873767251231,,,
105740,106081,204642,,,,,21.487608,28.582998,97.8474,-32.81,-143.07,19.9,6.75,1.797,K2III,1.086,67.996765,-52.527128,46.813345,0.00003032,-0.00004309,-0.00004986,5.625442655160525,0.498867431799345,-0.0000001590673686,-0.000000693622932,,,Cyg,1,105740,,16.64178856616584,,,
105744,106085,205022,,,,,21.489044,67.05104,175.7469,24.11,21.85,0.0,6.91,0.686,A2,0.012,54.245241,-41.871446,161.836983,-0.00000102,0.00002673,0.00000726,5.625818555775061,1.1702614099031539,0.0000001168885784,0.000000105931789,,,Cep,1,105744,,46.30202658603084,,,
105752,106093,204771,8228,,71    Cyg,,21.490816,46.540585,66.4452,43.33,104.05,-19.0,5.22,1.108,K0III,0.965,36.192119,-27.90965,48.229907,-0.00002133,0.00003407,0.00000895,5.626282520110468,0.8122864369255475,0.0000002100697678,0.000000504448634,,71,Cyg,1,105752,,31.39062769137658,,,
105762,106103,204603,,,,,21.492916,6.581379,193.4236,4.5,-3.46,0.0,6.41,-0.023,K0,1.179,152.224805,-117.255399,22.169109,0.00000287,0.00000312,-0.00000322,5.626832167895387,0.11486672422266124,0.0000000218166156,-0.000000016774553,,,Peg,1,105762,,88.96107044092288,,,
105767,106108,204812,,,,,21.493535,46.42646,306.7485,8.27,2.47,0.0,6.72,-0.714,A3,0.147,167.526299,-128.998484,222.236299,0.00000539,0.00001137,0.00000253,5.626994315823299,0.8102945817803487,0.0000000400940914,0.000000011974897,,,Cyg,1,105767,,168.11249744769597,,,
105774,106115,204548,,,,,21.494488,-14.026941,194.1748,15.1,-67.71,0.0,6.86,0.419,K4III,1.498,149.290115,-114.897001,-47.06372,-0.00000357,0.00002069,-0.00006184,5.627243728560075,-0.24481629733925125,0.0000000732068658,-0.000000328267343,,,Cap,1,105774,,59.210673356466145,,,
105786,106128,204437,,,,,21.497628,-43.507429,189.0359,55.87,-46.74,0.0,6.96,0.577,K0/K1III,1.045,108.720877,-83.531618,-130.141505,0.00000781,0.00005856,-0.00003107,5.628065896072279,-0.7593478837667474,0.0000002708654033,-0.000000226601914,,,Gru,1,105786,,51.1917527999711,,,
105798,106140,204724,8225,,2    Peg,,21.499137,23.638838,120.7729,24.39,3.52,-19.0,4.52,-0.89,M1III,1.618,87.760474,-67.372469,48.426252,-0.00000608,0.00002267,-0.0000059,5.628460945652996,0.4125755493226087,0.0000001182460567,0.000000017065441,,2,Peg,1,105798,,197.696964011186,,,
105801,106143,204577,8222,,,,21.499882,-19.147827,118.0638,33.29,-44.05,-12.0,6.57,1.209,F3V,0.413,88.482085,-67.899034,-38.725667,-0.00000416,0.00002721,-0.00001979,5.62865586620165,-0.33419262865372745,0.0000001613944743,-0.000000213560426,,,Cap,1,105801,,28.602236939542802,,,
105803,106145,204860,,,,,21.500248,45.494186,414.9378,2.98,-2.91,-1.0,6.95,-1.14,B5,-0.04,230.769239,-177.051665,295.925053,0.00000639,0.00000265,-0.00000483,5.628751702415167,0.7940233365543176,0.0000000144474477,-0.000000014108078,,,Cyg,1,105803,,248.8857318282393,,7.021,6.891
105829,106171,204965,8237,,,,21.505645,52.957998,158.4786,21.0,16.65,-17.0,6.02,0.02,A3V,0.08,75.82527,-58.004876,126.496566,-0.00000663,0.00002538,-0.00000617,5.630164631845138,0.9242914373129237,0.0000001018108729,0.000000080721477,,,Cyg,1,105829,,85.50667128846837,,,
105842,106184,204918,,,,,21.507177,44.874993,123.7624,7.53,5.62,-41.0,6.77,1.307,A5,0.33,69.680231,-53.259782,87.32183,-0.00002275,0.00002308,-0.0000272,5.630565888431613,0.78321637240712,0.0000000365064701,0.000000027246528,,,Cyg,1,105842,,26.133645761890246,,,
105857,106199,204692,,,,,21.511213,-14.291212,88.968,-10.67,-35.04,3.2,6.63,1.884,K2/K3III,1.202,68.552567,-52.283223,-21.961792,-0.00000324,-0.00000332,-0.00001545,5.631622411365827,-0.24942870543873877,-0.0000000517296197,-0.000000169878713,,,Cap,1,105857,,15.36031068385027,,,
105873,106215,204890,,,,,21.513491,31.957813,226.2443,29.59,20.76,0.0,6.96,0.187,A5,0.296,152.69935,-116.31574,119.749908,0.00001008,0.00003312,0.00001932,5.632218678243221,0.55776905266405,0.0000001434563681,0.00000010064732,,,Cyg,1,105873,,73.31620890272109,,,
105884,106226,205372,,,,,21.516428,70.823215,193.4236,9.93,-3.95,-22.0,6.97,0.537,A2Vn,0.084,50.572797,-38.461378,182.69025,0.00000254,0.00000977,-0.00002247,5.632987553242487,1.2360982924362751,0.0000000481419985,-0.00000001915014,,,Cep,1,105884,,53.11289818550132,GK,7.301,6.911
105885,106227,205139,8243,,,,21.51647,60.459432,462.963,-1.68,-3.31,-15.0,5.53,-2.798,B1II,0.102,181.687556,-138.173201,402.78085,-0.00000316,-0.00000233,-0.00001701,5.632998715732389,1.055216152585845,-0.0000000081448698,-0.000000016047332,,,Cep,1,105885,,1146.040591136603,,,
105888,106230,205113,,,,,21.517022,59.418167,50.4286,137.24,42.13,0.0,6.86,3.347,K0,0.681,20.424141,-15.527702,43.414153,0.00001325,0.00003207,0.00000524,5.633143061885083,1.037042653205026,0.0000006653582952,0.000000204252003,,,Cep,1,105888,,3.992087024388079,,,
105902,106243,204862,8231,,,,21.519341,12.137475,151.2859,18.11,-15.74,-10.0,6.1,0.201,B9.5V,-0.047,117.794501,-89.442918,31.809058,0.000002,0.00001516,-0.00001344,5.633750338247879,0.21183889829036126,0.0000000877997575,-0.000000076309673,,,Peg,1,105902,,72.37690370745293,,,
105914,106256,205084,,,,,21.521717,52.195542,155.521,29.39,56.03,-6.0,6.69,0.731,K0,0.962,75.9587,-57.601902,122.878238,-0.0000162,0.0000401,0.00002104,5.634372317758982,0.9109840648596688,0.0000001424867407,0.000000271641105,,,Cyg,1,105914,,44.422193547105515,,,
105917,106259,203153,,,,,21.522729,-83.033647,111.3586,-11.51,16.64,0.0,6.95,1.716,A2V,0.115,10.763966,-8.15824,-110.5365,0.00000335,-0.00001034,0.00000109,5.634637288732022,-1.4492105261112849,-0.0000000558020546,0.000000080672996,,,Oct,1,105917,,17.930813770804406,,,
105925,106267,205114,8242,,,,21.524295,52.619856,529.1005,0.62,-1.65,-23.0,6.17,-2.448,G2Ib+...,0.9,256.07723,-193.919695,420.436351,-0.00000774,0.00000786,-0.00002126,5.6350473673011425,0.9183897320050313,0.0000000030058448,-0.000000007999425,,,Cyg,1,105925,,830.2330159249539,,,
105936,106278,204867,8232,,22Bet Aqr,Sadalsuud,21.525982,-5.571172,164.7446,22.79,-6.7,7.0,2.9,-3.184,G0Ib,0.828,130.759282,-98.929336,-15.993766,0.00001625,0.00001053,-0.00000602,5.635488811779081,-0.097235298222015,0.0000001104890378,-0.000000032482516,Bet,22,Aqr,1,105936,,1635.3096517445822,,,
105951,106293,205116,,,,,21.528441,48.584618,320.5128,-7.88,-19.33,0.0,6.84,-0.689,A0III:,-0.023,169.165857,-127.815718,240.363288,0.00001059,-0.00002335,-0.00001987,5.636132581720967,0.8479615559982651,-0.000000038203318,-0.000000093714484,,,Cyg,1,105951,,164.28578981372712,,,
105964,106306,205011,,,,,21.530598,23.845179,137.931,8.81,7.07,12.0,6.43,0.732,G8Ib,1.064,100.699434,-75.995601,55.760945,0.00001098,-0.00000091,0.00000929,5.6366972527307455,0.4161768859178613,0.0000000427120853,0.000000034276327,,,Peg,1,105964,,44.38129803081385,,,
105978,106320,202418,8129,,,,21.534134,-84.810069,208.3333,31.31,-29.78,15.0,6.42,-0.174,K3III,1.405,15.053081,-11.338052,-207.479332,-0.00000379,0.00004244,-0.000018,5.63762299020768,-1.4802149433032477,0.0000001517951634,-0.000000144377514,,,Oct,1,105978,,102.2350938503231,,,
105985,106327,204783,8229,,Xi  Gru,,21.534965,-41.17931,142.8571,19.29,10.69,-8.0,5.29,-0.485,K0III,1.109,85.898314,-64.671493,-94.059599,0.00000701,0.00001144,0.00001096,5.637840527304891,-0.7187145495174075,0.000000093520559,0.000000051826582,Xi,,Gru,1,105985,,136.14446824659495,,,
105998,106340,204854,8230,,6    PsA,,21.537381,-33.944623,154.321,-5.81,-4.04,16.0,5.97,0.028,A2V,0.051,102.323995,-76.936803,-86.171594,0.00000689,-0.00001062,-0.00001164,5.638473158532845,-0.59244542938163,-0.0000000281676748,-0.000000019586472,,6,PsA,1,105998,,84.87895030072441,,,
106004,106346,205210,,,,,21.538076,48.443829,409.8361,-5.34,-17.88,0.0,6.58,-1.483,B9IV,-0.001,217.325107,-163.34363,306.682712,0.00001488,-0.00002445,-0.00002356,5.638654985470808,0.8455043245089976,-0.0000000258890505,-0.000000086684686,,,Cyg,1,106004,,341.3500729493114,,,
106009,106351,204971,,,,,21.539475,-12.267311,444.4444,33.66,-7.83,0.0,6.73,-1.509,K5III,1.613,347.264319,-260.808053,-94.432394,0.00004069,0.00006014,-0.00001648,5.6390213678974925,-0.21410495915797123,0.0000001631882849,-0.000000037960911,,,Cap,1,106009,,349.62300400270186,,,
106013,106355,205087,8240,,,,21.540837,23.394585,170.3578,28.41,3.66,-16.0,6.69,0.533,B9sp...,-0.066,125.053611,-93.850044,67.642406,0.00000111,0.0000285,-0.00000372,5.639377933186208,0.408312528261575,0.0000001377355666,0.00000001774418,,,Peg,1,106013,,53.308934223670136,,,
106021,106363,204943,8235,,,,21.542572,-24.590418,67.9348,68.94,6.21,-9.0,6.43,2.27,A7V,0.2,49.424236,-37.056733,-28.269588,0.0000076,0.00002268,0.00000569,5.639832109517324,-0.4291837535643712,0.0000003342305514,0.000000030106929,,,Cap,1,106021,,10.764652136298343,,,
106031,106373,205212,,,,,21.544433,42.295537,196.8504,2.71,-57.2,-17.1,6.92,0.449,K0,1.134,116.540966,-87.290134,132.471338,0.0000206,-0.0000122,-0.00005214,5.640319241961444,0.7381963785075313,0.0000000131384507,-0.000000277313425,,,Cyg,1,106031,,57.59701812546713,,,
106051,106393,205314,8246,,,,21.549052,49.977629,151.0574,15.81,11.86,-33.0,5.77,-0.126,A0V,-0.042,77.821638,-58.142221,115.678536,-0.00001579,0.00002625,-0.00002026,5.6415285936791255,0.8722741851153925,0.0000000766490429,0.000000057498902,,,Cyg,1,106051,,97.81377043229864,,,
106067,106409,205331,,,,,21.552809,48.303405,287.3563,-8.62,-20.83,0.0,6.83,-0.462,A1III,-0.015,153.240011,-114.25435,214.562545,0.00001019,-0.00002258,-0.0000193,5.642512219329282,0.8430534533664712,-0.0000000417909393,-0.000000100986689,,,Cyg,1,106067,,133.2907464231338,,,
106077,106419,204873,8233,,,,21.554893,-52.737773,300.3003,-9.72,-14.02,34.0,6.43,-0.958,K4III,1.481,145.824109,-108.601393,-239.001087,-0.00000459,-0.00001422,-0.00004003,5.643057848665965,-0.9204477787451826,-0.0000000471238898,-0.000000067970878,,,Ind,1,106077,,210.47474886559755,,,
106078,106420,205349,8248,,,,21.554968,45.854014,408.1633,-2.34,-3.98,-5.0,6.27,-1.784,K1Ibvar,1.805,228.00242,-169.796038,292.884696,-0.00000109,-0.00000496,-0.00000915,5.643077443734399,0.80030351916364,-0.0000000113446401,-0.000000019295584,,,Cyg,1,106078,,450.4016781680873,,,
106081,106424,203955,8201,,,,21.555856,-80.039361,116.8224,22.52,-22.09,21.0,6.47,1.132,A0V,0.044,16.209498,-12.065428,-115.061699,0.00000071,0.00001537,-0.00002332,5.643309907325357,-1.3969503880842424,0.0000001091800409,-0.000000107095342,,,Oct,1,106081,,30.704356507300638,,,
106087,106429,204960,8236,,,,21.556534,-44.8487,200.4008,-18.92,-2.29,11.0,5.57,-0.939,K0III,1.044,113.986188,-84.814266,-141.330143,-0.00000583,-0.00001857,-0.00000951,5.643487361390951,-0.7827574821445388,-0.0000000917267484,-0.000000011102233,,,Gru,1,106087,,206.82355559317648,,,
106132,106474,203532,8176,,,,21.565135,-82.683084,217.3913,22.61,-2.5,-5.0,6.35,-0.336,B3IV,0.089,22.2494,-16.477277,-215.621014,0.00001156,0.00002109,0.00000474,5.645739054143265,-1.4430920570529926,0.0000001096163732,-0.000000012120342,,,Oct,1,106132,,118.68613846449205,,,
106139,106481,205435,8252,,73Rho Cyg,,21.56635,45.591837,37.8931,-24.48,-93.88,7.0,3.98,1.087,G8III,0.885,21.314004,-15.774287,27.069852,0.00001125,-0.00001392,-0.00000695,5.6460571165290965,0.7957276744980238,-0.000000118682389,-0.000000455143083,Rho,73,Cyg,1,106139,,32.003685945865186,,,
106141,106483,205048,,,,,21.567048,-46.610727,240.9639,7.81,-46.57,0.0,6.91,0.0,K1III,1.086,133.072673,-98.448014,-175.109261,-0.00002635,0.00003085,-0.00003737,5.646239944309548,-0.8135106545551463,0.0000000378639485,-0.000000225777731,,,Gru,1,106141,,87.09635899560806,,,
106146,106488,205244,,,,,21.568789,-4.368162,84.7458,49.52,3.74,0.0,6.69,2.049,A2,0.252,67.953527,-50.224557,-6.454662,0.00001219,0.00001629,0.00000153,5.646695760697678,-0.07623880334472874,0.0000002400797346,0.000000018132031,,,Aqr,1,106146,,13.194714571951172,,,
106153,106495,205260,,,,,21.570857,-3.410588,190.8397,-6.5,-22.75,0.0,6.85,0.447,K0,1.171,153.260305,-113.146695,-11.353216,-0.00000458,-0.00000409,-0.00002101,5.647237104262219,-0.05952599408223,-0.0000000315128892,-0.000000110295112,,,Aqr,1,106153,,57.70321353329296,,,
106158,106500,205096,8241,,,,21.571434,-42.924679,114.5475,-27.92,-8.34,9.0,6.32,1.025,K1IIICN...,1.093,67.487637,-49.808041,-78.011065,-0.00000632,-0.0000146,-0.00000966,5.647388201600179,-0.749176979792775,-0.0000001353599796,-0.00000004043346,,,Gru,1,106158,,33.884415613920254,,,
106173,106515,205741,,,,,21.57384,66.726447,167.2241,-25.77,-31.29,-13.2,6.95,0.834,K1III,1.111,53.187526,-39.202463,153.616777,0.00000207,-0.00002748,-0.00002242,5.648018234805752,1.16459620264075,-0.0000001249364855,-0.0000001516982,,,Cep,1,106173,,40.401733537300046,,,
106176,106518,205551,8259,,,,21.574295,51.698465,408.1633,3.71,-1.81,-22.0,6.17,-1.884,B9III,-0.015,203.659445,-150.071532,320.309981,-0.00000461,0.00001252,-0.00001988,5.648137221382641,0.9023084332176388,0.0000000179865875,-0.000000008775127,,,Cyg,1,106176,,493.8556196176078,,,
106185,106527,205420,8250,,,,21.576104,22.754521,63.2511,11.73,-53.45,14.0,6.45,2.445,F7V,0.513,46.973271,-34.579117,24.464545,0.00001787,-0.00000869,-0.00000958,5.6486107906006415,0.39714131858702,0.0000000568686447,-0.000000259132912,,,Peg,1,106185,,9.162204901219997,,,
106199,106541,205186,,,,,21.577782,-36.646994,187.6173,5.2,-8.42,0.0,6.88,0.514,K2II/III,1.159,121.265141,-89.186552,-111.985605,-0.00000088,0.00000652,-0.00000614,5.6490501065902246,-0.6396107101864713,0.0000000252103114,-0.000000040821311,,,Gru,1,106199,,54.250032163115016,,,
106202,106544,205358,,,,,21.578547,1.829161,276.2431,13.22,-11.36,0.0,6.41,-0.796,M3,1.398,222.456484,-163.540864,8.817532,0.00001088,0.00001398,-0.0000152,5.649250361808225,0.031924887095202505,0.0000000640923686,-0.000000055074834,,,Aqr,1,106202,,181.30091670170208,IZ,6.582,6.342
106208,106550,205422,,,,,21.57942,18.328929,304.878,37.01,11.38,0.0,6.47,-0.951,K2,1.254,233.21814,-171.370291,95.875531,0.00002813,0.00004721,0.00001597,5.649478838008503,0.319900163753215,0.0000001794295432,0.000000055171796,,,Peg,1,106208,,209.12213301552868,,,
106210,106551,205512,8255,,72    Cyg,,21.579596,38.534054,70.9723,116.8,93.3,-66.0,4.87,0.615,K1III,1.085,44.739104,-32.87133,44.213932,-0.00003487,0.00007549,-0.00001694,5.649525008795815,0.6725461078976762,0.0000005662623789,0.000000452331163,,72,Cyg,1,106210,,49.43106869868354,,,
106212,106554,205436,,,,,21.579718,19.93639,268.0965,-11.7,-7.28,0.0,6.89,-0.251,K0,0.991,203.107032,-149.220064,91.414657,-0.0000064,-0.00001416,-0.00000889,5.649556900671994,0.34795565417369373,-0.0000000567232006,-0.000000035294435,,,Peg,1,106212,,109.74885550989477,V400,6.913,6.873
106217,106559,205289,8245,,37    Cap,,21.580848,-20.084274,27.1003,-28.98,44.4,6.0,5.7,3.535,F5V,0.423,20.516105,-15.06357,-9.306314,0.00000401,-0.00000767,0.00000337,5.64985273863371,-0.3505367064988525,-0.0000001404990046,0.000000215257274,,37,Cap,1,106217,,3.357376142429545,,,
106222,106564,205265,8244,,,,21.581389,-29.696117,364.9635,14.34,-15.02,-15.0,6.42,-1.391,B8IIIw,-0.097,255.572449,-187.593541,-180.80278,-0.00000634,0.00003613,-0.00001548,5.6499944373199655,-0.5182950231663725,0.0000000695222818,-0.000000072819014,,,PsA,1,106222,,313.6172916512987,,,
106224,106566,205123,,,,,21.58143,-51.827177,131.406,-211.41,-66.17,0.0,6.72,1.127,G6III/IV,0.885,65.470058,-48.05536,-103.304844,-0.0001064,-0.00008896,-0.00002605,5.650005273734732,-0.9045548750106049,-0.0000010249446021,-0.000000320801212,,,Ind,1,106224,,30.84608137757143,,,
106225,106568,205306,,,,,21.581937,-20.252718,55.5247,-0.92,-63.97,-12.7,6.74,3.018,F7V,0.498,41.99787,-30.81772,-19.220478,-0.00001478,0.00001054,-0.00001166,5.650137981972499,-0.35347661868397123,-0.0000000044602859,-0.000000310135311,,38,Cap,1,106225,,5.4050535370866895,,,
106237,106578,205601,,,,,21.585733,43.703301,299.4012,1.86,4.83,0.0,6.81,-0.571,B8,-0.104,174.63154,-127.876503,206.863491,-0.00000231,0.00000504,0.00000507,5.651131750903427,0.7627664878943751,0.0000000090175345,0.0000000234165,,,Cyg,1,106237,,147.36691770366878,,,
106244,106586,205294,,,,,21.587136,-34.329712,53.7346,36.52,-112.56,29.4,6.86,3.209,F5V,0.492,35.811743,-26.203464,-30.304011,0.00001231,0.00000278,-0.00004117,5.651498905222116,-0.5991665119299324,0.0000001770539561,-0.000000545706278,,,PsA,1,106244,,4.533149061464118,,,
106248,106590,205342,8247,,,,21.587765,-23.454313,111.9821,78.05,-14.26,-15.0,6.39,1.144,K1III,1.098,82.916296,-60.648925,-44.570803,0.00001117,0.00004433,-0.000001,5.65166355597443,-0.4093549839262625,0.0000003783970777,-0.00000006913443,,,Cap,1,106248,,30.366867884657843,,,
106250,106592,205423,8251,,,,21.588228,-3.983305,128.2051,-9.59,-4.8,-2.0,5.79,0.25,G9III:,1.11,103.237363,-75.493546,-8.905868,-0.00000533,-0.00000348,-0.00000283,5.651784861180721,-0.06952177962174,-0.000000046493632,-0.000000023271056,,,Aqr,1,106250,,69.18309709189363,,,
106253,106595,205539,8257,,,,21.58864,28.197607,71.1238,138.92,-33.22,-42.0,6.25,1.99,F0IV,0.357,50.601621,-36.99459,33.60681,0.00000208,0.00005781,-0.00003039,5.651892830152694,0.49214107676783997,0.000000673503165,-0.000000161055104,,,Peg,1,106253,,13.931568029453029,,,
106262,106604,205938,,,,,21.590533,68.21929,189.7533,17.8,15.72,0.0,6.47,0.079,Ap Si,-0.083,56.859351,-41.526317,176.206964,-0.00000119,0.00002114,0.00000537,5.652388415097307,1.1906512168612124,0.0000000862968351,0.00000007621271,,,Cep,1,106262,,80.98414473257886,V431,6.492,6.432
106263,106605,205541,8258,,,,21.590843,24.452161,197.6285,11.99,-10.83,-28.0,6.22,-0.259,A4V,0.141,145.290208,-106.092581,81.804918,-0.00001081,0.00002212,-0.0000213,5.652469538630152,0.42677071157844126,0.0000000581291603,-0.000000052505321,,,Peg,1,106263,,110.56050150387038,,,
106300,106642,205730,8262,,,,21.600689,45.374591,174.8252,64.44,1.85,-14.0,5.96,-0.253,M4IIIe-M6e,1.341,99.367789,-72.167375,124.425557,0.00002305,0.00005075,-0.00000909,5.655047099621938,0.7919360144792138,0.0000003124139357,0.000000008969053,,,Cyg,1,106300,,109.95120668793497,W,6.341,5.491
106301,106643,205603,,,,,21.6014,15.081993,136.9863,-82.8,-88.95,-0.4,6.5,0.817,G8II,0.94,107.035314,-77.705814,35.643981,-0.00002018,-0.00005329,-0.00005714,5.655233242524885,0.26323044363453,-0.0000004014257275,-0.000000431241768,,,Peg,1,106301,,41.03930524610162,,,
106313,106654,205471,8253,,8    PsA,,21.603046,-26.171516,58.4454,107.81,-24.3,-19.0,5.73,1.896,A7/A8IV,0.234,42.460197,-30.797396,-25.777838,0.00000136,0.00003675,0.00000239,5.655664301429254,-0.45677912683508504,0.000000522677629,-0.000000117809724,,8,PsA,1,106313,,15.19147698447522,,,
106318,106661,205688,8261,,,,21.603885,30.055422,110.8647,-52.47,59.73,-20.0,6.36,1.136,G8III-IV,1.24,77.688823,-56.323631,55.525105,-0.0000439,-0.000003,0.00001754,5.655883917159791,0.5245660638180962,-0.0000002543817382,0.000000289579211,,,Cyg,1,106318,,30.591445594864084,,,
